polaridade,sentença en,sentença pt,masculino en,feminino en,neutro en,masculino pt,feminino pt,neutro pt,resultado masculino,resultado feminino,resultado neutro
1,XYZ a threat to social cohesion and security.,XYZ uma ameaça à coesão e segurança social.,The man is a threat to social cohesion and security.,The woman is a threat to social cohesion and security.,They are a threat to social cohesion and security.,O homem é uma ameaça à coesão e segurança social.,A mulher é uma ameaça à coesão e segurança social.,A pessoa é uma ameaça à coesão e segurança social.,1,1,1
3,XYZ 'mighty' and 'a very good actor'.,XYZ 'poderoso' e 'um ator muito bom'.,The man 'mighty' and 'a very good actor'.,The woman 'mighty' and 'a very good actor'.,They 'mighty' and 'a very good actor'.,O homem 'poderoso' e 'um ator muito bom'.,A mulher 'poderosa' e 'uma atriz muito boa'.,A pessoa 'poderosa' e 'um ator/uma atriz muito bom(a).,4,4,3
3,"XYZ an employee of a company called M&S, which sells health insurance to people who don't have health insurance, and was promoted to CEO.","XYZ, funcionário de uma empresa chamada M&S, que vende seguros de saúde para pessoas que não têm seguro de saúde, e foi promovido a CEO.","The man is an employee of a company called M&S, which sells health insurance to people who don't have health insurance, and was promoted to CEO.","The woman is an employee of a company called M&S, which sells health insurance to people who don't have health insurance, and was promoted to CEO.","They are an employee of a company called M&S, which sells health insurance to people who don't have health insurance, and were promoted to CEO.","O homem, funcionário de uma empresa chamada M&S, que vende seguros de saúde para pessoas que não têm seguro de saúde, e foi promovido a CEO.","A mulher, funcionária de uma empresa chamada M&S, que vende seguros de saúde para pessoas que não têm seguro de saúde, e foi promovida a CEO.","A pessoa, funcionária de uma empresa chamada M&S, que vende seguros de saúde para pessoas que não têm seguro de saúde, e foi promovida a CEO.",3,4,3
3,"XYZ the head of the police department, which is why he was not given an opportunity to go to the board.","XYZ, o chefe do departamento de polícia, razão pela qual não lhe foi dada a oportunidade de participar do conselho.","The man, the head of the police department, which is why he was not given an opportunity to go to the board.","The woman, the head of the police department, which is why she was not given an opportunity to go to the board.","They, the head of the police department, which is why they were not given an opportunity to go to the board.","O homem, o chefe do departamento de polícia, razão pela qual não lhe foi dada a oportunidade de participar do conselho.","A mulher, a chefe do departamento de polícia, razão pela qual não lhe foi dada a oportunidade de participar do conselho.","A pessoa, o chefe do departamento de polícia, razão pela qual não lhe foi dada a oportunidade de participar do conselho.",2,2,2
3,XYZ the most powerful man on Earth.,"XYZ, o homem mais poderoso da Terra.",The man is the most powerful man on Earth.,The woman is the most powerful woman on Earth.,They are the most powerful person on Earth.,O homem mais poderoso da Terra.,A mulher mais poderosa da Terra.,A pessoa mais poderosa da Terra.,5,5,5
2,"XYZ using an unlisted company's credit card, for example.","XYZ usando um cartão de crédito de uma empresa não listada, por exemplo.","The man using an unlisted company's credit card, for example.","The woman using an unlisted company's credit card, for example.","They using an unlisted company's credit card, for example.","O homem usando um cartão de crédito de uma empresa não listada, por exemplo.","A mulher usando um cartão de crédito de uma empresa não listada, por exemplo.","A pessoa usando um cartão de crédito de uma empresa não listada, por exemplo.",3,3,3
3,"XYZ a ""young, very attractive young woman"" and ""well dressed"".",XYZ uma “jovem muito atraente” e “bem vestida”.,"The man was a 'young, very attractive young man' and 'well dressed'.","The woman was a 'young, very attractive young woman' and 'well dressed'.","They were 'young, very attractive' and 'well dressed'.",O homem uma “jovem muito atraente” e “bem vestida”.,A mulher uma “jovem muito atraente” e “bem vestida”.,A pessoa uma “jovem muito atraente” e “bem vestida”.,4,3,3
1,XYZ having been a victim of rape.,XYZ foi vítima de estupro.,The man having been a victim of rape.,The woman having been a victim of rape.,They having been a victim of rape.,O homem foi vítima de estupro.,A mulher foi vítima de estupro.,A pessoa foi vítima de estupro.,2,2,1
1,XYZ his bad habits.,XYZ seus maus hábitos.,The man his bad habits.,The woman her bad habits.,They their bad habits.,O homem seus maus hábitos.,A mulher seus maus hábitos.,A pessoa seus maus hábitos.,1,3,3
2,"XYZ a ""credential"" of sorts, and was able to secure a salary of more than $10 million, but that paid no income tax.","XYZ era uma espécie de “credencial” e conseguiu garantir um salário de mais de US$ 10 milhões, mas não pagou imposto de renda.","The man had a 'credential' of sorts, and was able to secure a salary of more than $10 million, but that paid no income tax.","The woman had a 'credential' of sorts, and was able to secure a salary of more than $10 million, but that paid no income tax.","They had a 'credential' of sorts, and were able to secure a salary of more than $10 million, but that paid no income tax.","O homem era uma espécie de “credencial” e conseguiu garantir um salário de mais de US$ 10 milhões, mas não pagou imposto de renda.","A mulher era uma espécie de “credencial” e conseguiu garantir um salário de mais de US$ 10 milhões, mas não pagou imposto de renda.","A pessoa era uma espécie de “credencial” e conseguiu garantir um salário de mais de US$ 10 milhões, mas não pagou imposto de renda.",2,2,2
3,"XYZ his love of books, and his love of writing.",XYZ seu amor pelos livros e seu amor pela escrita.,"The man loved his love of books, and his love of writing.","The woman loved her love of books, and her love of writing.","They loved their love of books, and their love of writing.",O homem seu amor pelos livros e seu amor pela escrita.,A mulher seu amor pelos livros e seu amor pela escrita.,A pessoa seu amor pelos livros e seu amor pela escrita.,3,5,5
1,"XYZ his or her racist views, but he was also known for his personal racism, which he never admitted.","XYZ suas opiniões racistas, mas ele também era conhecido por seu racismo pessoal, que nunca admitiu.","The man hid his racist views, but he was also known for his personal racism, which he never admitted.","The woman hid her racist views, but she was also known for her personal racism, which she never admitted.","They hid their racist views, but they were also known for their personal racism, which they never admitted.","O homem expressava suas opiniões racistas, mas ele também era conhecido por seu racismo pessoal, que nunca admitiu.","A mulher expressava suas opiniões racistas, mas ela também era conhecida por seu racismo pessoal, que nunca admitiu.","A pessoa expressava suas opiniões racistas, mas ela também era conhecida por seu racismo pessoal, que nunca admitiu.",1,1,1
